factor,level,level_value,replicates,feasible_runs,errors,error_example,episodes_per_million_miles_mean,episodes_per_million_miles_sd,episodes_per_million_miles_min,episodes_per_million_miles_max,unknown_time_fraction_mean,unknown_time_fraction_sd,unknown_time_fraction_min,unknown_time_fraction_max,total_unknown_episodes_mean,total_unknown_episodes_sd,total_unknown_episodes_min,total_unknown_episodes_max,total_events_mean,total_events_sd,total_events_min,total_events_max,duration_s_mean_mean,duration_s_mean_sd,duration_s_mean_min,duration_s_mean_max,duration_s_median_mean,duration_s_median_sd,duration_s_median_min,duration_s_median_max,duration_s_p90_mean,duration_s_p90_sd,duration_s_p90_min,duration_s_p90_max,duration_mi_mean_mean,duration_mi_mean_sd,duration_mi_mean_min,duration_mi_mean_max,inter_arrival_mi_mean_mean,inter_arrival_mi_mean_sd,inter_arrival_mi_mean_min,inter_arrival_mi_mean_max,inter_arrival_s_mean_mean,inter_arrival_s_mean_sd,inter_arrival_s_mean_min,inter_arrival_s_mean_max,dispersion_index_mean,dispersion_index_sd,dispersion_index_min,dispersion_index_max,episodes_element_mean,episodes_element_sd,episodes_element_min,episodes_element_max,episodes_hidden_triggering_mean,episodes_hidden_triggering_sd,episodes_hidden_triggering_min,episodes_hidden_triggering_max,episodes_full_scenario_mean,episodes_full_scenario_sd,episodes_full_scenario_min,episodes_full_scenario_max
unknown_proportion,0.05,0.05,5,0,5,"ConfigError: Layer 'temporal_modifications': element count n=30 in the configured range is infeasible: Calculated unknown weight (0.0785542) is not smaller than the very_rare weight (0.03). Fix this by one of: (1) increase the proportion of unknown elements, (2) lower target_unknown_element_probability, or (3) use unknown_weight_mode='fixed'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown_proportion,0.2,0.2,5,5,0,,37523.696742644956,1613.2328797232096,35535.99989770905,39839.498887030975,0.02020019294042643,0.000736506747020529,0.019577283791927448,0.02138919136480255,75047.4,3226.4643652146538,71072,79679,9999327.2,1479.2468353861705,9998217,10001741,38.97225001562087,1.375682639027837,37.16064025992499,41.01036747272068,21.439555469155312,0.20375800899131655,21.160347513854504,21.60131775587797,70.31915627146141,2.5398167420889397,67.64440675079823,74.51418333575137,0.541281250216781,0.019106703320015742,0.5161200036093533,0.5695884371209439,26.688562165965937,1.1380065623805644,25.10013518891362,28.140338769379422,1921.5764759491678,81.93647249135495,1807.2097336014242,2026.1043913949222,4.443628027207228,0.277033602385709,4.1407327176678335,4.822353657003348,34060.8,2713.2293858057783,30367,37886,5046.8,508.44045865764855,4468,5722,35939.8,726.910035699054,34983,36788
variance_duration.ego_maneuver,x0.25,0.25,5,5,0,,37071.19840363255,947.6053650385064,35842.49663270231,38305.497311836014,0.02042281101031965,0.00013674164679032937,0.02022438481915739,0.020596933734382355,74142.4,1895.2099619831044,71685,76611,10000235.0,1358.0174888417307,9998735,10002348,39.88097818047352,0.9295773799089203,38.56718436709956,41.15995104108835,23.97670571729541,0.23553658851947828,23.747199676930904,24.3627814874053,64.33273718655111,2.4917704954271724,61.903354977071324,68.39608566313981,0.5539024747290162,0.012910796943591723,0.5356553384312652,0.5716659866822749,26.988608161340913,0.6895651155588418,26.105800860174117,27.898187045228543,1943.1797876163582,49.64868832016683,1879.6176619323974,2008.669467256182,4.919889543192007,0.4024578363803301,4.381019777661933,5.445121142908942,33423.4,2090.042535452329,30018,35694,4979.8,552.645184544297,4346,5654,35739.2,583.867022531672,34768,36213
variance_duration.ego_maneuver,x4,4.0,5,5,0,,37214.29665804242,1061.6004630706661,35931.49982653178,38808.99069726668,0.020414308328206388,0.0003416940246840393,0.020168199527356708,0.021003772386235933,74428.6,2123.2068434328294,71863,77618,9986804.2,2260.356321467923,9983394,9989513,39.703737128658766,0.5655773911564792,39.162178249815085,40.61619074171329,18.010956490784885,0.4543735926440489,17.32882460206747,18.47381714731455,82.18676217466593,1.607445459080002,80.31790013611315,84.64441317804157,0.5514407934602765,0.007855241543947131,0.5439191423655828,0.5641137603085608,26.88835511518119,0.7595903341897221,25.766322582147343,27.83063154889914,1935.9615682695992,54.69050406100693,1855.1752258922497,2003.8054714965724,4.8396190051941055,0.5955218866381373,4.1003444206789545,5.626374289443041,33303.6,2176.9023404829168,29835,35746,5008.0,516.3133738341473,4372,5694,36117.0,428.5702976175554,35496,36575
variance_duration.environmental_conditions,x0.25,0.25,5,5,0,,37093.19765351921,1177.2583851783138,35661.99843328355,38546.49560986291,0.02032878947072029,0.00033858094836580597,0.019809170880822922,0.020641403808500425,74186.4,2354.5194414147445,71324,77093,9999661.6,1992.4155691019882,9997584,10002775,39.66491964057207,0.9308602738309452,38.70385847927396,41.06540027135397,21.304480907320976,0.2745924115077305,21.025803700089455,21.64972297847271,70.89602364807274,1.9591067949944294,69.33940848708153,74.0241428061796,0.5509016616745754,0.012928614914581622,0.5375535899891765,0.5703527815468645,26.980039713159954,0.853287608433097,25.94228925313481,28.039089246227086,1942.5628593472302,61.43670780729279,1867.8448262255406,2018.8144257283043,4.844160711897711,0.566178784668943,4.146176910260486,5.453437592538987,33325.0,2102.808716930763,29880,35465,4944.6,528.1536708193933,4221,5594,35916.8,1029.3345908886963,35040,37683
variance_duration.environmental_conditions,x4,4.0,5,5,0,,36993.99907051139,903.120983866982,35609.99944521513,37872.99934752664,0.02023718031975549,0.0003476174554885826,0.019864643633846317,0.02058206917664347,73988.0,1806.2420934083007,71220,75746,9999210.8,1659.899153563252,9997419,10001787,39.58435503010061,0.5551635399467355,38.94801389498054,40.42374255137847,21.31693294532597,0.3106266772944256,20.99987117946148,21.789315819740295,70.95498204678299,1.9521350898843473,69.06051181107759,73.55589736234396,0.5497827087513931,0.0077106047214386365,0.5409446374303012,0.5614408687691284,27.044210466338846,0.6693468551814307,26.4036813845384,28.081675488809168,1947.1831535762442,48.19297357307205,1901.0650596866838,2021.8806351942299,5.007923937364813,0.4533722095879088,4.3045524794745145,5.572437743864146,33333.2,2010.0709440216283,30054,35500,4943.0,494.01619406655084,4284,5518,35711.8,706.2939897804596,34684,36674
variance_duration.ru_maneuver,x0.25,0.25,5,5,0,,36928.39616939177,940.1993034702474,35718.99699714873,38076.99583517826,0.020264800979950304,0.00022605020924617667,0.020018835936007937,0.020521815421584662,73856.8,1880.3997447351453,71438,76154,9999624.4,2015.4946787327424,9996787,10002332,39.721710303975705,0.5891159988098573,38.94361487058416,40.551175527928514,23.45231652613729,0.4593711904543643,23.0153818577528,23.97209932655096,63.732694075405604,0.9662112055411058,63.06329059377314,65.41075279638173,0.5516904208889525,0.008182166650193308,0.5408835398698324,0.5632107712220917,27.092846720275965,0.6899198726637967,26.261654890608863,27.99576124756004,1950.684963859579,49.67423083192809,1890.8391521234469,2015.694809824079,4.800741630543766,0.33676816198971676,4.3570623696607615,5.192741206430516,33276.2,2039.661908258327,29990,35467,4960.4,449.69912163578886,4323,5416,35620.2,427.9862147312691,35010,36032
variance_duration.ru_maneuver,x4,4.0,5,5,0,,37291.09432414174,1307.723909803198,35589.48346296614,38729.495529701635,0.02044573000814307,0.0005702458890608322,0.01981466775315401,0.021213174749721325,74582.2,2615.4408232647897,71179,77459,9994276.2,2377.9874263755055,9991453,9997738,39.68317885955427,0.7211552903469789,38.98656065678206,40.84060484051267,18.8916012391448,0.06424447414774682,18.806789856404066,18.967391304671764,75.27861533479158,2.7640452969863754,72.7916523635388,78.55556012957102,0.5511552619413794,0.010016045699404634,0.5414800091248072,0.5672306227881376,26.84223548021678,0.9439038906554625,25.81985156293675,28.098166577338898,1932.6409545634622,67.96108012678417,1859.0293125196617,2023.0679935558053,5.4825685339270525,0.5899152044746441,4.833745259398985,6.219397832187571,33351.2,2143.554221380929,29829,35521,4934.8,526.050092671791,4245,5448,36296.2,773.2361864268898,35578,37550
variance_duration.street,x0.25,0.25,5,5,0,,36974.89807163286,989.3739827264487,35889.99921550699,38217.49646424608,0.02017802390493618,0.00030274656006835764,0.019810340249197894,0.020632095560384468,73949.8,1978.749782059369,71780,76435,9999297.0,1591.7261070925488,9997731,10001631,39.50898078623213,0.6201136418075912,38.81903965805666,40.41183694298278,21.26043097805232,0.3029592791772649,20.998261810280383,21.673106027767062,70.88887535241436,1.4195457628072192,69.87698370218291,73.09198948242701,0.5487358442531969,0.008612689469652155,0.5391533285839223,0.5612755130972591,27.06031645419979,0.7205559620687666,26.1655630789503,27.862373823521306,1948.3427847020528,51.88002926907905,1883.9205416838772,2006.0909152934162,4.908850239421346,0.47047958855860217,4.500501473240037,5.64942292963844,33232.4,2087.2637111778663,29874,35529,4956.2,444.3621270990587,4429,5523,35761.2,832.888467923527,34385,36459
variance_duration.street,x4,4.0,5,5,0,,37245.89697709586,1248.7130871802235,35435.99808999572,38621.99543073212,0.020293561682498115,0.0004639333494053848,0.01974828590877441,0.020820348090781857,74491.8,2497.428117083653,70872,77244,9999577.0,1749.445197769853,9997809,10002220,39.43875310634379,0.8104293373810412,38.85184954815415,40.85840281560316,21.245155126601457,0.2555402537363136,20.86748868972063,21.55025812983513,70.94871571838857,2.1027530409920665,69.26052630618217,74.2152777723968,0.5477604598101242,0.011255963019287676,0.5396090215014283,0.5674778168833668,26.872611683264815,0.912311879661728,25.8918960399006,28.219817738310756,1934.8280411949193,65.6864553357666,1864.2165148723643,2031.8268771583594,5.528153620253441,0.7143098549976715,4.881164970780736,6.701030396662511,33300.6,2165.713923859751,29748,35578,4986.8,510.5131731894878,4360,5646,36204.4,673.5531159455801,35478,37089
variance_duration.temporal_modifications,x0.25,0.25,5,5,0,,37243.99755691262,1003.1811675395326,35907.99568314071,38418.996192629354,0.020252455833935968,0.0003464477341749501,0.019836650827419106,0.020657768397368697,74488.0,2006.3620062192167,71816,76838,9999601.0,1552.720676747753,9998039,10002198,39.36137176787522,0.9316229021868428,38.86087839425752,41.02048559417873,21.177650716062637,0.26779792278863834,20.873604014515877,21.51608369173482,70.556229630746,2.3782638455412903,68.11230906192213,74.30545776337385,0.5466857189983735,0.01293920697508575,0.5397344221426305,0.5697289665863987,26.865144254442974,0.7253915078289283,26.028790418835797,27.848935971980374,1934.2903863195656,52.22818856373656,1874.0729101561103,2005.123389982536,5.010836626366517,0.45672515881394504,4.317347426734471,5.5406676729210895,33269.0,2066.674623640596,29946,35496,4899.6,508.31023991259514,4342,5556,36319.4,815.8433060337015,35466,37619
variance_duration.temporal_modifications,x4,4.0,5,5,0,,37313.89487167785,859.6894694918681,36125.49325494686,38458.99499055319,0.02056182575930799,0.0003583597856114946,0.020107389625043937,0.02094925287390396,74627.8,1719.3772709908667,72251,76918,9998260.8,1250.3900191540238,9997174,9999807,39.884742619188806,0.6760727499302619,39.21949784931617,40.623532324068414,21.288816394656898,0.26495601084692644,21.00835384428501,21.65122625976801,70.26665890060364,1.5933463628596494,68.77731231898069,72.51587051898241,0.5539547585999183,0.009389899304850258,0.5447152479070129,0.5642157267239157,26.81087964509017,0.6189083541062775,26.0016008391757,27.68123668087496,1930.3833344462837,44.56140149548586,1872.115260420603,1993.0490410224832,5.342837706431117,0.22259054915864795,5.008275209480408,5.526908344844177,33304.2,2015.5896655817621,30099,35658,4944.8,514.8540569909107,4256,5583,36378.8,234.31431881129245,36028,36569
variance_duration.triggering_conditions,x0.25,0.25,5,5,0,,37242.29484886752,1128.1710394329768,35668.4922913053,38454.9986328339,0.020350415645383597,0.00034469606531641804,0.019764320433650354,0.020582984200376474,74484.6,2256.3388043465457,71337,76910,9999989.2,1915.5442307605429,9998260,10003209,39.56983687194285,0.9911697761413953,38.74341489497074,41.21460237767443,21.56799315060198,0.305567711277748,21.216534889987088,21.93940718099475,77.8470382638276,3.2019705593656185,74.97907868921759,83.14433809518816,0.5495810676656846,0.013766246890757401,0.5381029846522432,0.5724250330228425,26.8706241785627,0.8219644793542948,26.003555625978198,28.03563880061398,1934.684940856209,59.18144251341027,1872.256005070158,2018.5659936438476,4.57248532792961,0.42519581862938166,4.0758662640990675,4.947752686446154,33350.8,2242.190602959525,29616,35518,4965.2,463.51882378173167,4377,5570,36168.6,684.2209438478188,35056,36775
variance_duration.triggering_conditions,x4,4.0,5,5,0,,36981.39639581443,1045.0440601061741,35299.99769912329,37763.49900749623,0.02029901646972706,0.0003617009662518713,0.019872442062589823,0.020865665349389242,73962.8,2090.090835346636,70600,75527,9997789.4,2000.0171999260406,9995510,10000778,39.733416185941564,0.9650555855027323,38.96277159114065,41.3013517903745,20.397610747162254,0.3858177932445992,20.021153829991817,20.815003767609596,64.85324825942517,1.8483138340912375,62.70145858824253,67.25442538857459,0.5518530025838401,0.013403549798388476,0.5411496054338015,0.5736298859781476,27.05768767922209,0.782750766848923,26.479891427887573,28.32684719795805,1948.153512899382,56.358055212869225,1906.5521828035037,2039.5329982481087,5.3769996006686025,0.7679733429269925,4.706240715695484,6.532122368215013,33373.0,2095.7836243276643,29942,35618,4928.2,484.3858998773602,4333,5545,35661.6,1027.5102432579445,34648,36970
